"Beta","CI_L","CI_H","pval","study","name","SampleID"
-0.166779149412767,-0.475846326016477,0.142288027190944,0.290220606096913,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","NO2","GW"
0.00830422199881795,-0.292881550942206,0.309489994939842,0.956903568207967,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","HEPTACHLOR","GW"
0.0393497162708306,-0.259731791547283,0.338431224088944,0.79650755266526,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MESOTRIONE","GW"
0.535246236537344,0.225148303089582,0.845344169985107,0.000716969168461484,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","PICLORAM","GW"
-0.483468469371865,-0.80341988434703,-0.163517054396699,0.00306005716538258,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MDS","GW"
0.508127297842846,0.148482870722521,0.86777172496317,0.00562018717923967,"EMTAB3027,EMTAB7036,GSE101764,GSE39958,GSE42752,GSE77954,READ","METOLACHLOR","GW"
0.206704923422485,-0.0975412819066795,0.51095112875165,0.182991709986091,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","AHEI","GW"
-0.011381889347484,-0.589653385450368,0.5668896067554,0.96922748322828,"EMTAB3027,EMTAB7036,GSE101764,GSE39958,GSE42752,GSE77954,READ","PCB","GW"
-0.696094925874821,-1.04684309188313,-0.345346759866513,0.000100349542396179,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","education","GW"
-0.0386851510577219,-0.329724462266752,0.252354160151308,0.794462845174462,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","smoking","GW"
-0.481013872982627,-0.80413164501168,-0.157896100953574,0.00352591432994567,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm2_5","GW"
-0.582130526173506,-0.902734466661697,-0.261526585685315,0.000372599260858268,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm10","GW"
-0.290578032205401,-0.609277846477295,0.0281217820664937,0.0739344915717876,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","Obesity","GW"
0.00541135327687369,-0.300681710603207,0.311504417156954,0.972359006069518,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","ACETOCHLOR","GW"
-0.229079485638546,-0.527261670847837,0.0691026995707455,0.132131607710568,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","dicamba","GW"
-0.188072017688458,-0.488263815873238,0.112119780496322,0.219473413628805,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","Alcohol","GW"
0.329250439368668,0.0121463640419378,0.646354514695398,0.0418469988609961,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","coffee","GW"
0.692052091687756,0.341362465293135,1.04274171808238,0.000109821885908007,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","smoking_sm13","GW"
-0.397070829998668,-0.706795301168878,-0.0873463588284568,0.0119811338742936,"EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","BMI","GW"
0.390016550687762,0.109924572231667,0.670108529143856,0.00634941221209724,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","CHLORDANE","P1E5"
0.38713220793573,0.0893736876849806,0.684890728186479,0.0108262732480658,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","MESOTRIONE","P1E5"
-0.163628813344971,-0.443181027763057,0.115923401073116,0.251292644577051,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","NO2","P1E5"
0.532354282213446,0.224577187424288,0.840131377002605,0.000698670571168801,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","PICLORAM","P1E5"
0.0645348595057719,-0.240276355811939,0.369346074823483,0.67816749050775,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","dicamba","P1E5"
0.246158563783372,-0.318471394139237,0.810788521705982,0.392842114358471,"EMTAB3027,EMTAB7036,GSE101764,GSE39958,GSE42752,READ","PCB","P1E5"
-0.126576145569941,-0.448283644006211,0.195131352866329,0.440618120426129,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","pm2_510","P1E5"
-0.348862691313053,-0.667368159648278,-0.030357222977829,0.0318115152065654,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","GLYPHOSATE","P1E5"
-0.235283518306932,-0.56942823233601,0.0988611957221471,0.167561291116768,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","HEPTACHLOR","P1E5"
-0.574208704361677,-0.873137123496913,-0.275280285226442,0.000166631866264461,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","ATRAZINE","P1E5"
-0.372475192455918,-0.673183675321781,-0.0717667095900554,0.0151937949051715,"EMTAB3027,EMTAB7036,GSE101764,GSE131013,GSE39958,GSE42752,GSE77954,READ","BMI","P1E5"
