"Beta","CI_L","CI_H","pval","study","name","SampleID"
-0.462536385421737,-1.19366407602969,0.268591305186215,0.214997492194569,"GSE131013,GSE42752","NO2","P1E5"
-1.92143370876833,-3.545293806018,-0.297573611518664,0.0203880486207949,"GSE131013,GSE42752","pm10","P1E5"
0.346557781402662,-0.664735075884404,1.35785063868973,0.501802810142965,"GSE131013,GSE42752","TOXAPHENE","P1E5"
-1.11416397548127,-2.28616391037127,0.057835959408719,0.0624280147848714,"GSE131013,GSE42752","Obesity","P1E5"
-0.309750170029845,-1.18638187751196,0.566881537452268,0.488600670696538,"GSE131013,GSE42752","ATRAZINE","P1E5"
0.127425921909927,-0.989044079441364,1.24389592326122,0.822993618705746,"GSE131013,GSE42752","A_2_4_D","P1E5"
0.816285581325775,-0.391235431673544,2.02380659432509,0.185191753123211,"GSE131013,GSE42752","PICLORAM","P1E5"
-0.0792906459241186,-1.03618245699874,0.877601165150501,0.870984633047503,"GSE131013,GSE42752","LINDANE","P1E5"
-0.0951551650214912,-1.35980649110948,1.1694961610665,0.882759456351883,"GSE131013,GSE42752","ACETOCHLOR","P1E5"
-0.397431954407054,-1.27533557377772,0.480471664963607,0.374924495861244,"GSE131013,GSE42752","smoking","P1E5"
0.368198138322682,-0.582780063760715,1.31917634040608,0.447938969033612,"GSE131013,GSE42752","MESOTRIONE","P1E5"
0.192146226822632,-0.749352220437353,1.13364467408262,0.689156277836678,"GSE131013,GSE42752","Alcohol","P1E5"
-0.325526870938819,-1.34431305383526,0.693259311957619,0.531147052190197,"GSE131013,GSE42752","dicamba","P1E5"
-0.435106169577239,-1.42558466979382,0.555372330639341,0.389243362807255,"GSE131013,GSE42752","MALATHION","P1E5"
0.240490879500489,-0.95799212429262,1.4389738832936,0.694104020407912,"GSE131013,GSE42752","birthweight","P1E5"
-0.531968584036507,-1.67076127449623,0.606824106423214,0.35989484873817,"GSE131013,GSE42752","pm2_5","P1E5"
-0.466642412382227,-1.4585078505809,0.52522302581645,0.356474733573085,"GSE131013,GSE42752","AHEI","P1E5"
-0.358835974845004,-1.59062584275408,0.872953893064068,0.56802519247914,"GSE131013,GSE42752","MDS","P1E5"
-0.571113350258502,-1.65613161626565,0.513904915748648,0.302235027041062,"GSE131013,GSE42752","GLYPHOSATE","P1E5"
-0.153359400584416,-1.16211353135697,0.855394730188142,0.765725732697967,"GSE131013,GSE42752","pm2_510","P1E5"
-0.462257356405103,-1.52588531400337,0.601370601193165,0.39432016084027,"GSE131013,GSE42752","HEPTACHLOR","P1E5"
-0.445330799735314,-1.48094285971123,0.590281260240602,0.399330323978777,"GSE131013,GSE42752","METOLACHLOR","P1E5"
0.585786614820164,-1.7461345712113,2.91770780085162,0.622472160019885,"GSE42752","PCB","P1E5"
0.295659539855509,-1.02063345741925,1.61195253713027,0.659764820872507,"GSE42752","DDT","P1E5"
